"(0, 'debris')","[0.5, 1.5, 4, 0.5, 1, 3, 1]"
"(11, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(11, 'period')",4.0
"(11, 'resource')",4.0
"(11, 'supply')","[2.0, 0, 0, 0, 4.0]"
"(12, 'debris')","[0, 1.5, 4, 0, 1, 3, 1]"
"(12, 'demand')","[0.0, 0.0, 3.0, 0.0, 0.0]"
"(12, 'period')",1.0
"(12, 'resource')",1.0
"(12, 'supply')","[2.0, 0, 0, 0, 5]"
"(13, 'debris')","[0, 1.5, 4, 0, 1, 3, 0]"
"(13, 'demand')","[0.0, 0.0, 3.0, 0.0, 0.0]"
"(13, 'period')",2.0
"(13, 'resource')",2.0
"(13, 'supply')","[7.0, 0, 0, 0, 0]"
"(14, 'debris')","[0, 0, 4, 0, 1, 3, 0]"
"(14, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(14, 'period')",4.0
"(14, 'resource')",3.5
"(14, 'supply')","[5.0, 0, 0, 0, 0]"
"(15, 'debris')","[0, 1.5, 4, 0, 1, 0, 1]"
"(15, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(15, 'period')",4.0
"(15, 'resource')",4.0
"(15, 'supply')","[2.0, 0, 0, 0, 2.0]"
"(16, 'debris')","[0, 0, 0, 0, 1, 3, 1]"
"(16, 'demand')","[0.0, 0.0, 0.0, 2.0, 0.0]"
"(16, 'period')",7.0
"(16, 'resource')",6.5
"(16, 'supply')","[0.0, 0, 0, 0, 5]"
"(17, 'debris')","[0, 0, 0, 0, 1, 3, 0]"
"(17, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(17, 'period')",8.0
"(17, 'resource')",7.5
"(17, 'supply')","[0.0, 0, 0, 0, 3.0]"
"(18, 'debris')","[0, 0, 0, 0, 0, 3, 1]"
"(18, 'demand')","[0.0, 0.0, 0.0, 2.0, 0.0]"
"(18, 'period')",8.0
"(18, 'resource')",7.5
"(18, 'supply')","[0.0, 0, 0, 0, 5]"
"(19, 'debris')","[0, 0, 0, 0, 0, 3, 0]"
"(19, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(19, 'period')",9.0
"(19, 'resource')",8.5
"(19, 'supply')","[0.0, 0, 0, 0, 3.0]"
"(20, 'debris')","[0, 1.5, 4, 0.5, 1, 0, 0]"
"(20, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(20, 'period')",5.0
"(20, 'resource')",4.5
"(20, 'supply')","[5, 0, 0, 0, 2.0]"
"(21, 'debris')","[0, 1.5, 4, 0, 0, 3, 1]"
"(21, 'demand')","[0.0, 0.0, 2.0, 0.0, 0.0]"
"(21, 'period')",2.0
"(21, 'resource')",2.0
"(21, 'supply')","[0.0, 0, 0, 0, 5]"
"(22, 'debris')","[0, 1.5, 4, 0, 0, 3, 0]"
"(22, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(22, 'period')",3.0
"(22, 'resource')",3.0
"(22, 'supply')","[0.0, 0, 0, 0, 3.0]"
"(23, 'debris')","[0.5, 0, 4, 0.5, 0, 3, 1]"
"(23, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(23, 'period')",3.0
"(23, 'resource')",2.5
"(23, 'supply')","[0.0, 0, 0, 0, 5]"
"(24, 'debris')","[0, 0, 0, 0, 1, 0, 1]"
"(24, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(24, 'period')",10.0
"(24, 'resource')",9.5
"(24, 'supply')","[0.0, 0, 0, 0, 3.0]"
"(25, 'debris')","[0, 0, 4, 0, 1, 3, 0]"
"(25, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(25, 'period')",4.0
"(25, 'resource')",3.5
"(25, 'supply')","[4.0, 0, 0, 0, 0]"
"(26, 'debris')","[0, 1.5, 0, 0, 1, 3, 1]"
"(26, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(26, 'period')",5.0
"(26, 'resource')",5.0
"(26, 'supply')","[0.0, 0, 0, 0, 5]"
"(27, 'debris')","[0, 1.5, 0, 0.5, 1, 3, 1]"
"(27, 'demand')","[0.0, 0.0, 0.0, 3.0, 0.0]"
"(27, 'period')",5.0
"(27, 'resource')",4.5
"(27, 'supply')","[4.0, 0, 0, 0, 5]"
"(28, 'debris')","[0, 0, 0, 0.5, 1, 3, 1]"
"(28, 'demand')","[0.0, 0.0, 0.0, 3.0, 0.0]"
"(28, 'period')",6.0
"(28, 'resource')",6.0
"(28, 'supply')","[4.0, 0, 0, 0, 5]"
"(29, 'debris')","[0, 0, 0, 0.5, 0, 3, 1]"
"(29, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(29, 'period')",7.0
"(29, 'resource')",7.0
"(29, 'supply')","[3.0, 0, 0, 0, 5]"
"(30, 'debris')","[0, 1.5, 0, 0, 1, 3, 0]"
"(30, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(30, 'period')",6.0
"(30, 'resource')",6.0
"(30, 'supply')","[4.0, 0, 0, 0, 0.0]"
"(31, 'debris')","[0, 0, 4, 0, 1, 3, 1]"
"(31, 'demand')","[0.0, 0.0, 0.0, 2.0, 0.0]"
"(31, 'period')",3.0
"(31, 'resource')",2.5
"(31, 'supply')","[0.0, 0, 0, 0, 5]"
"(32, 'debris')","[0, 0, 4, 0, 0, 3, 1]"
"(32, 'demand')","[0.0, 0.0, 0.0, 2.0, 0.0]"
"(32, 'period')",4.0
"(32, 'resource')",3.5
"(32, 'supply')","[0.0, 0, 0, 0, 5]"
"(33, 'debris')","[0, 0, 4, 0, 0, 3, 0]"
"(33, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(33, 'period')",5.0
"(33, 'resource')",4.5
"(33, 'supply')","[0.0, 0, 0, 0, 3.0]"
"(34, 'debris')","[0, 1.5, 0, 0.5, 1, 0, 1]"
"(34, 'demand')","[0.0, 0.0, 0.0, 3.0, 0.0]"
"(34, 'period')",8.0
"(34, 'resource')",7.5
"(34, 'supply')","[6.0, 0, 0, 0, 0]"
"(35, 'debris')","[0, 0, 0, 0.5, 1, 0, 1]"
"(35, 'demand')","[0.0, 0.0, 0.0, 3.0, 0.0]"
"(35, 'period')",9.0
"(35, 'resource')",9.0
"(35, 'supply')","[6.0, 0, 0, 0, 0]"
"(36, 'debris')","[0.5, 0, 0, 0, 0, 0, 1]"
"(36, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(36, 'period')",10.0
"(36, 'resource')",10.0
"(36, 'supply')","[1.0, 0, 0, 0, 0.0]"
"(37, 'debris')","[0.5, 0, 0, 0, 0, 0, 1]"
"(37, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(37, 'period')",10.0
"(37, 'resource')",10.0
"(37, 'supply')","[2.0, 0, 0, 0, 0.0]"
"(38, 'debris')","[0, 0, 4, 0, 0, 3, 1]"
"(38, 'demand')","[0.0, 0.0, 0.0, 1.0, 0.0]"
"(38, 'period')",4.0
"(38, 'resource')",3.5
"(38, 'supply')","[0.0, 0, 0, 0, 5]"
"(39, 'debris')","[0.5, 0, 0, 0.5, 0, 3, 1]"
"(39, 'demand')","[0.0, 0.0, 0.0, 1.0, 0.0]"
"(39, 'period')",7.0
"(39, 'resource')",6.5
"(39, 'supply')","[0.0, 0, 0, 0, 5]"
"(40, 'debris')","[0.5, 0, 0, 0.5, 0, 3, 0]"
"(40, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(40, 'period')",8.0
"(40, 'resource')",7.5
"(40, 'supply')","[0.0, 0, 0, 0, 4.0]"
"(41, 'debris')","[0, 0, 0, 0, 1, 0, 1]"
"(41, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(41, 'period')",10.0
"(41, 'resource')",9.5
"(41, 'supply')","[4.0, 0, 0, 0, 0]"
"(42, 'debris')","[0, 1.5, 0, 0, 1, 3, 1]"
"(42, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(42, 'period')",5.0
"(42, 'resource')",5.0
"(42, 'supply')","[2.0, 0, 0, 0, 5]"
"(43, 'debris')","[0, 0, 4, 0, 0, 0, 1]"
"(43, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(43, 'period')",7.0
"(43, 'resource')",6.5
"(43, 'supply')","[0.0, 0, 0, 0, 4.0]"
"(44, 'debris')","[0, 0, 4, 0, 1, 0, 1]"
"(44, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(44, 'period')",6.0
"(44, 'resource')",5.5
"(44, 'supply')","[0.0, 0, 0, 0, 3.0]"
"(45, 'debris')","[0.5, 0, 4, 0, 0, 3, 1]"
"(45, 'demand')","[0.0, 0.0, 0.0, 3.0, 0.0]"
"(45, 'period')",3.0
"(45, 'resource')",3.0
"(45, 'supply')","[0.0, 0, 0, 0, 5]"
"(46, 'debris')","[0.5, 0, 4, 0, 0, 3, 0]"
"(46, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(46, 'period')",4.0
"(46, 'resource')",4.0
"(46, 'supply')","[0.0, 0, 0, 0, 2.0]"
"(47, 'debris')","[0, 1.5, 0, 0, 1, 3, 1]"
"(47, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(47, 'period')",5.0
"(47, 'resource')",5.0
"(47, 'supply')","[1.0, 0, 0, 0, 5]"
"(48, 'debris')","[0, 0, 4, 0.5, 0, 0, 1]"
"(48, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(48, 'period')",6.0
"(48, 'resource')",6.0
"(48, 'supply')","[0.0, 0, 0, 0, 2.0]"
"(49, 'debris')","[0, 0, 0, 0.5, 1, 3, 1]"
"(49, 'demand')","[0.0, 0.0, 0.0, 3.0, 0.0]"
"(49, 'period')",6.0
"(49, 'resource')",6.0
"(49, 'supply')","[1.0, 0, 0, 0, 5]"
"(50, 'debris')","[0, 0, 0, 0, 1, 3, 1]"
"(50, 'demand')","[0.0, 0.0, 0.0, 1.0, 0.0]"
"(50, 'period')",7.0
"(50, 'resource')",6.5
"(50, 'supply')","[0.0, 0, 0, 0, 5]"
"(51, 'debris')","[0, 0, 0, 0, 1, 0, 1]"
"(51, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(51, 'period')",10.0
"(51, 'resource')",9.5
"(51, 'supply')","[0.0, 0, 0, 0, 4.0]"
"(52, 'debris')","[0, 1.5, 0, 0.5, 1, 3, 1]"
"(52, 'demand')","[0.0, 0.0, 0.0, 3.0, 0.0]"
"(52, 'period')",5.0
"(52, 'resource')",4.5
"(52, 'supply')","[3.0, 0, 0, 0, 5]"
"(53, 'debris')","[0, 1.5, 0, 0.5, 1, 3, 0]"
"(53, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(53, 'period')",6.0
"(53, 'resource')",5.5
"(53, 'supply')","[3.0, 0, 0, 0, 2.0]"
"(54, 'debris')","[0, 1.5, 0, 0.5, 1, 3, 0]"
"(54, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(54, 'period')",6.0
"(54, 'resource')",5.5
"(54, 'supply')","[4.0, 0, 0, 0, 2.0]"
"(55, 'debris')","[0, 0, 0, 0.5, 0, 3, 1]"
"(55, 'demand')","[0.0, 0.0, 0.0, 3.0, 0.0]"
"(55, 'period')",7.0
"(55, 'resource')",7.0
"(55, 'supply')","[0.0, 0, 0, 0, 5]"
"(56, 'debris')","[0, 0, 0, 0.5, 0, 3, 0]"
"(56, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(56, 'period')",8.0
"(56, 'resource')",8.0
"(56, 'supply')","[0.0, 0, 0, 0, 2.0]"
"(57, 'debris')","[0, 1.5, 0, 0.5, 0, 0, 1]"
"(57, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(57, 'period')",9.0
"(57, 'resource')",8.5
"(57, 'supply')","[4.0, 0, 0, 0, 0.0]"
"(58, 'debris')","[0, 1.5, 0, 0.5, 0, 3, 1]"
"(58, 'demand')","[0.0, 0.0, 0.0, 2.0, 0.0]"
"(58, 'period')",6.0
"(58, 'resource')",5.5
"(58, 'supply')","[0.0, 0, 0, 0, 5]"
"(59, 'debris')","[0, 1.5, 0, 0, 0, 3, 1]"
"(59, 'demand')","[0.0, 0.0, 0.0, 2.0, 0.0]"
"(59, 'period')",6.0
"(59, 'resource')",6.0
"(59, 'supply')","[0.0, 0, 0, 0, 5]"
"(60, 'debris')","[0, 1.5, 0, 0, 0, 3, 0]"
"(60, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(60, 'period')",7.0
"(60, 'resource')",7.0
"(60, 'supply')","[0.0, 0, 0, 0, 3.0]"
"(61, 'debris')","[0, 0, 0, 0, 1, 3, 1]"
"(61, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(61, 'period')",7.0
"(61, 'resource')",6.5
"(61, 'supply')","[0.0, 0, 0, 0, 5]"
"(62, 'debris')","[0, 1.5, 4, 0, 1, 0, 1]"
"(62, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(62, 'period')",4.0
"(62, 'resource')",4.0
"(62, 'supply')","[2.0, 0, 0, 0, 1.0]"
"(63, 'debris')","[0, 0, 0, 0.5, 1, 0, 0]"
"(63, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(63, 'period')",10.0
"(63, 'resource')",10.0
"(63, 'supply')","[5.0, 0, 0, 0, 0]"
"(64, 'debris')","[0, 0, 4, 0, 1, 3, 0]"
"(64, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(64, 'period')",4.0
"(64, 'resource')",3.5
"(64, 'supply')","[0.0, 0, 0, 0, 3.0]"
"(65, 'debris')","[0, 0, 0, 0, 1, 3, 1]"
"(65, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(65, 'period')",7.0
"(65, 'resource')",6.5
"(65, 'supply')","[2.0, 0, 0, 0, 5]"
"(66, 'debris')","[0, 1.5, 0, 0.5, 0, 3, 0]"
"(66, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(66, 'period')",7.0
"(66, 'resource')",6.5
"(66, 'supply')","[0.0, 0, 0, 0, 3.0]"
"(67, 'debris')","[0, 0, 0, 0, 0, 0, 1]"
"(67, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(67, 'period')",11.0
"(67, 'resource')",10.5
"(67, 'supply')","[0.0, 0, 0, 0, 4.0]"
"(68, 'debris')","[0, 1.5, 0, 0.5, 1, 3, 0]"
"(68, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(68, 'period')",6.0
"(68, 'resource')",5.5
"(68, 'supply')","[3.0, 0, 0, 0, 0.0]"
"(69, 'debris')","[0, 1.5, 0, 0.5, 0, 3, 1]"
"(69, 'demand')","[0.0, 0.0, 0.0, 3.0, 0.0]"
"(69, 'period')",6.0
"(69, 'resource')",5.5
"(69, 'supply')","[0.0, 0, 0, 0, 5]"
"(70, 'debris')","[0, 0, 4, 0, 0, 3, 1]"
"(70, 'demand')","[0.0, 0.0, 2.0, 0.0, 0.0]"
"(70, 'period')",4.0
"(70, 'resource')",3.5
"(70, 'supply')","[0.0, 0, 0, 0, 5]"
"(71, 'debris')","[0, 0, 4, 0, 0, 0, 1]"
"(71, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(71, 'period')",7.0
"(71, 'resource')",6.5
"(71, 'supply')","[0.0, 0, 0, 0, 3.0]"
"(72, 'debris')","[0.5, 0, 0, 0.5, 0, 3, 1]"
"(72, 'demand')","[0.0, 0.0, 0.0, 3.0, 0.0]"
"(72, 'period')",7.0
"(72, 'resource')",6.5
"(72, 'supply')","[0.0, 0, 0, 0, 5]"
"(73, 'debris')","[0, 0, 0, 0, 0, 3, 0]"
"(73, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(73, 'period')",9.0
"(73, 'resource')",8.5
"(73, 'supply')","[0.0, 0, 0, 0, 2.0]"
"(74, 'debris')","[0, 0, 0, 0, 0, 0, 1]"
"(74, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(74, 'period')",11.0
"(74, 'resource')",10.5
"(74, 'supply')","[0.0, 0, 0, 0, 3.0]"
"(75, 'debris')","[0, 1.5, 0, 0.5, 1, 0, 1]"
"(75, 'demand')","[0.0, 0.0, 0.0, 3.0, 0.0]"
"(75, 'period')",8.0
"(75, 'resource')",7.5
"(75, 'supply')","[9.0, 0, 0, 0, 0]"
"(76, 'debris')","[0, 0, 0, 0.5, 1, 0, 1]"
"(76, 'demand')","[0.0, 0.0, 0.0, 3.0, 0.0]"
"(76, 'period')",9.0
"(76, 'resource')",9.0
"(76, 'supply')","[9.0, 0, 0, 0, 0]"
"(77, 'debris')","[0, 0, 0, 0.5, 0, 0, 1]"
"(77, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(77, 'period')",10.0
"(77, 'resource')",10.0
"(77, 'supply')","[7.0, 0, 0, 0, 0]"
"(78, 'debris')","[0, 1.5, 4, 0.5, 1, 0, 0]"
"(78, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(78, 'period')",5.0
"(78, 'resource')",4.5
"(78, 'supply')","[5, 0, 0, 0, 0.0]"
"(79, 'debris')","[0, 0, 4, 0.5, 1, 0, 1]"
"(79, 'demand')","[0.0, 0.0, 0.0, 3.0, 0.0]"
"(79, 'period')",5.0
"(79, 'resource')",5.0
"(79, 'supply')","[9.0, 0, 0, 0, 0]"
"(80, 'debris')","[0, 0, 4, 0.5, 1, 0, 0]"
"(80, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(80, 'period')",6.0
"(80, 'resource')",6.0
"(80, 'supply')","[7.0, 0, 0, 0, 0]"
"(81, 'debris')","[0.5, 0, 0, 0, 0, 3, 1]"
"(81, 'demand')","[0.0, 0.0, 0.0, 1.0, 0.0]"
"(81, 'period')",7.0
"(81, 'resource')",7.0
"(81, 'supply')","[0.0, 0, 0, 0, 5]"
"(82, 'debris')","[0, 0, 0, 0.5, 0, 3, 0]"
"(82, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(82, 'period')",8.0
"(82, 'resource')",8.0
"(82, 'supply')","[0.0, 0, 0, 0, 4.0]"
"(83, 'debris')","[0, 0, 0, 0, 1, 3, 0]"
"(83, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(83, 'period')",8.0
"(83, 'resource')",7.5
"(83, 'supply')","[0.0, 0, 0, 0, 4.0]"
"(84, 'debris')","[0, 1.5, 0, 0, 0, 0, 1]"
"(84, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(84, 'period')",9.0
"(84, 'resource')",9.0
"(84, 'supply')","[0.0, 0, 0, 0, 3.0]"
"(85, 'debris')","[0.5, 0, 0, 0.5, 0, 0, 1]"
"(85, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(85, 'period')",10.0
"(85, 'resource')",9.5
"(85, 'supply')","[0.0, 0, 0, 0, 2.0]"
"(86, 'debris')","[0, 0, 4, 0, 1, 3, 0]"
"(86, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(86, 'period')",4.0
"(86, 'resource')",3.5
"(86, 'supply')","[2.0, 0, 0, 0, 0.0]"
"(87, 'debris')","[0, 0, 0, 0.5, 0, 0, 1]"
"(87, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(87, 'period')",10.0
"(87, 'resource')",10.0
"(87, 'supply')","[6.0, 0, 0, 0, 0]"
"(88, 'debris')","[0, 1.5, 4, 0.5, 1, 3, 0]"
"(88, 'demand')","[0.0, 0.0, 3.0, 0.0, 0.0]"
"(88, 'period')",2.0
"(88, 'resource')",1.5
"(88, 'supply')","[5, 0, 0, 0, 1.0]"
"(89, 'debris')","[0.5, 1.5, 4, 0, 1, 0, 0]"
"(89, 'demand')","[0.0, 0.0, 4.0, 0.0, 0.0]"
"(89, 'period')",5.0
"(89, 'resource')",4.5
"(89, 'supply')","[5, 0, 0, 0, 0.0]"
"(90, 'debris')","[0, 1.5, 4, 0.5, 0, 0, 0]"
"(90, 'demand')","[0.0, 0.0, 4.0, 0.0, 0.0]"
"(90, 'period')",6.0
"(90, 'resource')",5.5
"(90, 'supply')","[5, 0, 0, 0, 0.0]"
"(91, 'debris')","[0, 1.5, 4, 0, 0, 0, 0]"
"(91, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(91, 'period')",6.0
"(91, 'resource')",6.0
"(91, 'supply')","[1.0, 0, 0, 0, 0.0]"
"(92, 'debris')","[0, 0, 0, 0, 1, 0, 1]"
"(92, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(92, 'period')",10.0
"(92, 'resource')",9.5
"(92, 'supply')","[7.0, 0, 0, 0, 0]"
"(93, 'debris')","[0, 0, 0, 0, 1, 0, 1]"
"(93, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(93, 'period')",10.0
"(93, 'resource')",9.5
"(93, 'supply')","[3.0, 0, 0, 0, 0]"
"(94, 'debris')","[0, 0, 4, 0.5, 0, 0, 0]"
"(94, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(94, 'period')",7.0
"(94, 'resource')",7.0
"(94, 'supply')","[1.0, 0, 0, 0, 0.0]"
"(95, 'debris')","[0, 1.5, 0, 0.5, 0, 0, 0]"
"(95, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(95, 'period')",10.0
"(95, 'resource')",9.5
"(95, 'supply')","[1.0, 0, 0, 0, 0.0]"
"(96, 'debris')","[0, 1.5, 4, 0, 1, 0, 0]"
"(96, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(96, 'period')",5.0
"(96, 'resource')",5.0
"(96, 'supply')","[1.0, 0, 0, 0, 0.0]"
"(97, 'debris')","[0, 1.5, 0, 0.5, 0, 0, 1]"
"(97, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(97, 'period')",9.0
"(97, 'resource')",8.5
"(97, 'supply')","[0.0, 0, 0, 0, 2.0]"
"(98, 'debris')","[0, 0, 0, 0, 1, 0, 1]"
"(98, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(98, 'period')",10.0
"(98, 'resource')",9.5
"(98, 'supply')","[6.0, 0, 0, 0, 0]"
"(99, 'debris')","[0, 0, 4, 0.5, 1, 0, 0]"
"(99, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(99, 'period')",6.0
"(99, 'resource')",6.0
"(99, 'supply')","[1.0, 0, 0, 0, 0]"
"(100, 'debris')","[0, 1.5, 4, 0, 1, 0, 1]"
"(100, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(100, 'period')",4.0
"(100, 'resource')",4.0
"(100, 'supply')","[0.0, 0, 0, 0, 4.0]"
"(101, 'debris')","[0.5, 0, 0, 0, 1, 0, 0]"
"(101, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(101, 'period')",10.0
"(101, 'resource')",10.0
"(101, 'supply')","[1.0, 0, 0, 0, 0.0]"
"(102, 'debris')","[0, 1.5, 4, 0.5, 0, 0, 1]"
"(102, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(102, 'period')",5.0
"(102, 'resource')",4.5
"(102, 'supply')","[5, 0, 0, 0, 0.0]"
"(103, 'debris')","[0, 1.5, 0, 0, 1, 3, 0]"
"(103, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(103, 'period')",6.0
"(103, 'resource')",6.0
"(103, 'supply')","[3.0, 0, 0, 0, 0]"
"(104, 'debris')","[0, 0, 0, 0.5, 0, 0, 1]"
"(104, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(104, 'period')",10.0
"(104, 'resource')",10.0
"(104, 'supply')","[0.0, 0, 0, 0, 2.0]"
"(105, 'debris')","[0, 0, 0, 0, 1, 3, 1]"
"(105, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(105, 'period')",7.0
"(105, 'resource')",6.5
"(105, 'supply')","[1.0, 0, 0, 0, 5]"
"(106, 'debris')","[0, 1.5, 0, 0.5, 0, 0, 1]"
"(106, 'demand')","[0.0, 0.0, 0.0, 0.0, 0.0]"
"(106, 'period')",9.0
"(106, 'resource')",8.5
"(106, 'supply')","[7.0, 0, 0, 0, 0]"
"(107, 'debris')","[0, 0, 0, 0.5, 1, 3, 1]"
"(107, 'demand')","[0.0, 0.0, 0.0, 3.0, 0.0]"
"(107, 'period')",6.0
"(107, 'resource')",6.0
"(107, 'supply')","[3.0, 0, 0, 0, 5]"
"(108, 'debris')","[0, 0, 0, 0.5, 1, 3, 0]"
